pos	@crucify_brett Hey, nice to hear from you guys. Yes, I missed your tweets for 2 days. hows you &amp; Fritz
neg	@babyitssel yeah...it is the worst feeling
neg	@Snuffylafagous Your classroom is too far!  TE's will never be the same. Hahaha.
pos	@myrika_fp ugh. Hockey rules over all, in my completely unbiased (or not) opinion
neg	I have a headache
neg	i need coffee, but in this place that stuff is hard to come by
neg	The Belgium waffles we're ready yet.
pos	@magicmaid good morning
pos	@gerben thanks; tposu just stopped buffering and winamp switched to the next song on the playlist  well, at least that one is local ;)
neg	@jemillahayne WHAT ?! Are you serious ?! Sometimes, I have to iron it for MY rents.
pos	@dsobkowiak Quick answer: No, re: characters. Yes, re: writing w/me in mind. If I can't entertain myself, how could it entertain others?
neg	Im feeling numb yet vulnerable.but i have 2 stay focus.at least for a day.. I need a moment alone yet my friends 2 be here
neg	i want a hermes badly!!!!!  ULTIMATE DREAM BAG
pos	@BLAKstarTalk YO YO YO! i been... &quot; rollin down the street, on my big wheel, lookin for a happy meal!...&quot; SnoopDoggs 'Gin N Juice' redo
pos	posnegneg updatessssssssssssssssssssssssssssssssssssssssssssssss
neg	@iamchrisc pleeease reply !
pos	suddenly doesn't care about her diet anymore.  Josh is making breakfast!!
neg	Back home trying not to die. Remind me never to experiment with sushi the night bpos a cross country flight
pos	ZOEEEE   i cant find youu !
neg	@ilovejep I want a date night
pos	@3OH3pfr #Starstrukk - I'm excited
neg	@Daroff Shavua tov &amp; lila tov to you too! (I think... I know what Shavua Tov means, what does Lila Tov mean?) ~feeling stupid in NYC
pos	at my cousins graduation party. we got huge ass 6 foot subs and reggae music. it's great  http://yfrog.com/negpos8jjj
neg	@MizzWorthy oh rite
neg	@garygomusic garyyy i was just about to book bristol tickets! how come it got cancelled?  xx
pos	@noi27 oh &gt;&lt; ah 'Que Sera Sera' is on the way [i hope]
neg	@nick_carter Oh I missed it!! My workings of the time zones failed me
pos	Is not ready to Australia yet. Actually she doesn't like packing.
neg	@stephenfry I think you've bnegrked EotL website  No info on imdb, could you summarise what it is? I assume not documentary on Victoria Line
pos	@ChokSmile  good idea para fair. ) anyway , THANKS!
neg	So so hot, football was not a good idea while stil wearing a giant beanie
neg	Trying this hair thing. If it doesnt work... well fail.
pos	@musicjunkiejess That would be awesome! Good luck. White Heart is one of my faves
pos	just spent 5 hours talking to @jazzandliquor, @Billy3G and @iMiiitch  I love them all.
pos	nooo more assessments.... now in holiday mode
pos	@D_Punch Oh that's right, I almost forgot what the &quot;D&quot; stood for.
pos	@rokku http://twitpic.com/posefdy - That's my boy - lounging around doing nothing.
pos	Headed to UT for the Orange &amp; White game!! ...but who will we root for?
neg	doing sound for thesis
neg	@alextrafford I just lost the game
neg	@lornayee it was strange. I really do think it was a fluke...I've been before and liked it. Chalk it up to a bad night, I guess.
pos	@SoulshockLA Hey dude please you can say HI to the new @backstreet_team in twitter ???
neg	@girlmitzi srsly... sounds like something's wrong
pos	@ancmowat A good teacher will say, Hey boy! Don't eat that freaking bacon! Have a celery stick instead.
neg	my head hurts...!
pos	@Lollipopins way too kind! Hopefully it helps!
pos	New Twitter background
pos	not racing today, its raining. ha, um text me
pos	pos,6negneg updates!
neg	Got told off at work today. Slap on the wrist sucks  gotta get my arse in gear!
neg	i'm sad....problems with my girlfriend....
pos	@ameeface just then
neg	@mistersill sorry to hear that
pos	aww watch Taylor Swift's new video for You Belong With me! It's soo cutee! Taylor Swift, you are my idol
pos	Tomorrow night we're playing a full band acoustic set in Hard Rock Caf� in Park Lane,London. Should be fun, acoustic epicness
pos	getting ready to go out with hubby.  First time since he's been home
pos	Hey, friends i just get back from jogging.. gee, it was hot out there!.
pos	Teaching lex the ways of twitter
pos	@Shontelle_Layne I think red would be nice.  Or maybe you could do a mix of red and black.
pos	Just finished watching Supernatural 1xneg9 and the cute boys (especially Jensen Ackles! &lt;3) made me feel a little better
neg	@mordecai My first camera was #Lomo! My li'l bro spoiled it - still nostalgic
pos	i'm currently listening to the music of Ms.Taylor Swift.
neg	Sad  I've eaten all my easter chocolate already...
neg	Stuffy nose...cloudy head...itchy eyes
pos	@aion_amboss Danke dir ^^
neg	trying to psychically will @PokeyBunny to wake up and bring me a happy daze $pos breakfast special. I wish they delivered
pos	@mhemig Fresh sliced peach on wholemeal toast is one of the most exquisite eating experiences one can hope to have!  #coffeetime
neg	@TamboManJoe aww are you getting teased by your YOUNGER brother hun?
neg	@CabotCoop Dang, *that's* what I forgot from TJ's yesterday
pos	Amazing Jeff  Jeff Buckley Grace Around the World EPK Video http://bit.ly/jXYjo
pos	Time to walk the pup then back to work
neg	Damn I wish I was closer to the places I go
pos	@ChinkyGALORE ahhhh shaddaaaaap.
neg	Okay, I have no idea what I did, but my contact list has been erased, and I can't get it synced back on
neg	So tired
pos	@DJFuture I am hear'g you!!  I am tired....gotta get around for work..ttyl! have a geat day too!!
neg	@Dark_vanity aww Im really sorry to hear that,
pos	@ForbesFuture why limit your story to 1posneg ch. Tell all what is #annoying you at www.iamsoannoyed.com
pos	@TheOhanaMama SOOO jealous! I want to live in Maui! I LOVE Hawaii.
pos	Iphone is perfect for subtle eavesdropping, can pause music without even taking it out of my pocket
neg	mental illess is no fun without delusions of grandeur
pos	sounds like a plan to me
neg	Just arrived at work having taken Deb to the doctors... her neck has seized up again.
pos	New songs up on YouTube right now! the numbered tracks from my upcoming EP.  check it, Wesley Snipes! XD youtube.com/nogoodsoldier
neg	tired, not feeling so hot.
neg	GR! my &quot;lost&quot; check card was under my blanket the whole time! too bad I ALREADY SUSPENDED THE ACCOUNT! LAME! only me
pos	Lovin my life
pos	7 hours and many massages later, I can now spend time with my wife and son. It's mother's day ya'll. Don't forget to grab a gift or card.
neg	@soaps3 Me too  I am a bad daughter, no church going for me. I hope to sleep until noon again tomorrow, lol
neg	I can't get the iphone voice control to play INXS...  I've tried saying it and spelling it.  I have to do it by album name...
pos	@RyanSeacrest TAMPA!  So much here - Howl at the Moon/Hard Rock/beaches/'typical' bachelor party clubs. Let me know when you're coming!
neg	footy tournament ruined by an injury
neg	@Nancy_Michelle oo that sounds soo good!!  I would be at work! Have a margarita for me!!!
neg	Legs are aching a lot today after that run last night
neg	Summer kick off with suite freedom tonight? Eh.. Still shaken from that dream
pos	Just got home! I had an swesome time with Romeo
neg	Stuck in the rain  http://twitpic.com/5olb6
neg	@valenTINERZ save some food for me..im @ starving..still waiting for a bacon egg &amp; cheese
neg	UP LIKE I AIN'T GOTTA SIT IN CLASS 2MORROW WITH DIS BORING ASS PROFESSOR!! DAMN BREAKS OVER!!
pos	Scary: 1pos% of my time I spend on Google Reader :O http://wakoopa.com/shtole ~wakoopa's pretty fun to look at every once in a while
pos	OMG. I feel stupid thanks to mariel. whom I call dog. haha.
pos	Michelle made me 2 all beef hot dogs...so so good, but i could only eat 1
neg	really wishes i can not go 2 work 2day, dont enjoy it 1 bit
neg	Just heard the figures...$2pos,negnegneg on taxpayers dime for Obama's date night to NY city!!!!
neg	why does my phone have no service?
neg	im soooo sad!! i hate this feeling!!
pos	@goonerjamie thats a good one I like that
pos	@chuckshurley Hey there, Chuck BB. How's England?
pos	@jeflux totally.. i agree
neg	i miss australia. i miss my friends there. my teachers. everything about it .. i wish i could go back in time
pos	@AZ_Wildcat17 actually I am pretty lazy on that drying part. Usually just towel dry and clip up when I am in a rush. Most days
pos	Yay! I've got all my tweets back again - for some reason I really do feel better now
pos	@Nightwyrm  Yes. I think my choice of adjectives implied that.
neg	@perfectxhell unfortunatly not
neg	I dont understand this secret code twitter sends messages in
pos	@maiseyg nothing! just the rain! you woke up at just the right time  how goes your new series?
neg	cute black- but not the Ones.....
pos	@mollywood If it's any conciliation, your pink eye would go lovely with that red dress you're wearing in your icon pic
pos	NOMINATED FOR 8 AWARDS?!?! You guys amaze me!!  Oh wow, you all are just awesome! &lt;3 http://www.teenchoiceawards.com/webdev/index.php
pos	awee, my mom got me some dark chocolate  what a sweetie pie!  AND my sister is helping me study for my bio. test.  jeeez so much love.
neg	I didn't speed my video up you twats.
neg	@CookiesAndJava oh dear  Hope your back's feeling a bit better now
neg	@avl9pos Not any more sadly  The 'Bool has been cut is length
neg	@nina_oliver its out of my control dear sister.. Im not driving  im dyin ova here! Lol
neg	its way too hot for soccer practice...
pos	Final #followfriday: @Debblues for being the bomb all week at the Gpos booth... Babe, you rocked the house!  Thanks for the booth babe pic!
pos	TEEN CHOICE AWARDS' neg9  please vote for the 3 amazing stars  @selenagomez @emilyosment and @mileycyrus guys
pos	good girlllll
neg	lost my bberry storm last night i set it on top of my car forgot and drove away. SUCKS. i saved for 3 months for that
pos	@Mhaey Thankyou!
pos	In high school, I was voted &quot;the one that marches to the beat of a different drum&quot; haha. I am proud of that.
pos	Off the ship and still have my sea legs, I'm walkn around like a drunk ass , wait a couple hours when I am drunk
pos	@sathyabhat @prolificd Good morning.
neg	@teamrr Hey - preview those pics before you post! That is a horrible pic of Jamie Mac in the garage!
pos	Not my personal picture, but... where I was tonight  http://twitpic.com/5posdn8  @unwigged
pos	C# tuned for 3 services today and transposed every song on the fly -- taking the New Hope sound to a new level  plenty more to come :-neg
neg	On the plane,about to take off from Las Vegas,on my way back to Tha D,
pos	Is getting a Blackberry Storm. That's the final decision  And ohh.. Got my shopping spree for this month! haha. So, new shoes please! xxx
pos	susan boyle is gutted. LIKE A FISHHHHH!
pos	@Karen23neg683 morning  hope u r well.. i'm off to bed soon!
neg	NOOO. We're not staying over our apartment tomorrow  WAAH.
pos	Birthday was awesome!On video:my daughter opening last gift screaming in joy, &quot;My  Birthday Wish Came True !!&quot;couldn't have been better.
pos	logging off now ladies, will be back at 1negpm, for the mass-tweet  JK watch out we're coming for you
neg	Is seriously stressing out about this drive.
neg	Noooooooooooo!!! I just put my iPod Shuffle through the washing machine!!!! RIP Podlette!!!
pos	peach and mango ice tea.  yummmmmmmmm!
neg	Trying to enjoy my show but I keep having random coughing fits...off to go make some hot tea for my poor throat
pos	@AlexAllTimeLow the clips of your new songs really make me smile
neg	Youtube #fail
neg	Little brother just came home from having foot surgery and is in soo much pain and I feel horrible I can't help him
pos	@Zoe39 lol im a good boy most of the time
pos	@Mummyofmany Jesus heals
neg	7 hours left
pos	On the way to Roscoes...  .. Meet me on Sunset
pos	@Redjotter congratulations you are the first entry! You win! it's yours and for free!
neg	Sad that I'm missing nacho fest right meowwwzzz.
neg	@supajulz omg!! you should see my face! My nose n head are proper bright red! And there's big gaps where I was wearing sunglasses!! Arghh
pos	Like go green go positive with music Antonio 5 year old rapper from Atlanta,treat your kid to something that they can enjoy and be a kid
neg	Boo can't make #mashedlibneg9 (( alternate automated metadata/VRE meetings take priority
pos	@misterprozac I have a pink one I don't use
pos	@megodbike u r 2 funny...LOL....c u 2morrow at newspring
neg	Who's up twitters? I can't sleep
pos	@ellebartonxx i will soon. i plan on traveling the world
pos	@andymoo Try to sport once and awhile instead of sitting behind your computer
pos	Just failed my earth science test. Now im sitting in class waiting reading huck finn... Lunch next
neg	@thomaselliott I cracked open this ass-coffee when I was between bags of beans, so now I feel obligated to drink it   It's drinkable.
pos	Today is a food day! Lotsa food is coming to my belly. Thanking Heaven for this!
neg	Fathers day tomorrow. I dont get to see my daddy for another week.
pos	Feels like a giggly school girl!
neg	i really want this one person to call me. because i miss him.
pos	Yeeeeees
pos	Morning (already??) tweeps
pos	leave the Apple store, it was the magsafe, no need for a genius...
neg	I hate meeting people on campus and having to tell them I failed to graduate. Reliving the shame over and over is 'fun'.
neg	@Antharris88 Hmmmm my daily twittascope hasn't worked
neg	working on my task! hufp
neg	aww, the sky is crying right now.
neg	@LoloNelson no i am in the desert I am not sick just sore fell off a ladder today
neg	Noo!! never     RE:mileycyrus: plllleeeasseee vote for me for the mtv movie awards! omgosh i am a nervous wreck  ahhh
pos	@kpmuseneg1 yeah Im still laughing and still checking the board just for shits and giggles
pos	finally ordered some prospectuses.
neg	@Anthd1985 WHAT!!!!!! That's crap
pos	@ARIIXARII time to upgrade
neg	plane is malfunctioning
neg	@sheila_rossow I hope it wasn't because of my cake!
neg	@___lora your telling me
pos	&quot;@mileycyrus&quot;I vote for you
pos	@jleeneg7 No prob! You're tweets make me smile
neg	SAD  because i'm not going to watch videos until Tuesday. I'm going away. everyone stop making videos until i come back =D
pos	@takingnames hmm, I'll have to see if any of the stores around here have it
neg	@rachmar aw girl i didnt read that until now.  i hope you had a good last day! youre no longer a student at that awful school!&lt;3
pos	rise and shine! why let the day go to waste after disovering the beatiful things in life
neg	@MCRsavedMilife hey. we havent talked in a while
neg	I hope the minimise to tray feature is restored on #TweetDeck soon
neg	@stevekrzysiak Bummer of a reason for a post, though.
pos	had a very fun night just hanging out with friends...goodnight
neg	Taking Riyoko to get her shots
pos	My fav Atari games   Missile Command, Space Invaders, Pong, Donkey Kong, Dig Dug, this 1 game that has two controllers and rocks!
pos	@spottydoggy work exp? is ok. lol better than school but everyone else hates where they are
neg	hiccups  or hiccoughs. whatever you prefer. they suck (mine are really loud and sound like i am belching every pos seconds)
pos	@stencilboy I get to listen to it at least twice a day on the train to and from work. Aaah, it's going to be awesome.
neg	@crystal Could really use a hand as 3 of my support tickets were ignored, would love to just get a real person for just one minute! HELP!
pos	@fablefire another area or 2 w/some electives if you can...take advantage of the creative freedom to explore while you have it 1 more yr.
pos	im happy  lol-we just finished our deck and it looks AWESOME!!!
neg	@wiccabuffy Doctors do suck  Really bad! Hope that its soon for you!
neg	@xjerx I love LA ink. And Miami. And London's ok. That Louis guy from London Ink did two of my tattoo's and they're rubbish!!
pos	http://bit.ly/2xAZI  5 of my favorite people
neg	not many traks on the trak pack the only really giood 1 is we are the champions not even something like another 1 bites the dust with it
pos	is going SWIMMING at Brittany's house!  NO MORE CAST!!!
neg	@KevinSpacey HI kevin !!! i did ask several questions but to no avail .... you ignored me
pos	NitroJohn, how can you eat there?????  I have been there twice and got sick both times!!!!   I live in LaVerne id rather got to Zendajas
neg	dear leg/bone/knee, please stop throbbing. I can't sleep.
pos	@_xotashhh Hmm, sort of. I'm taking Psychology next year!
pos	YES! I made it on to @feliciaday 's blog post about #feliciadayrumors !  http://bit.ly/dATwK
neg	@hattiegarrisson what i didnt get any
neg	@dreski757 nah I don't finish til next yearrrr!!!   are u stayin in the bad news after graduation?
neg	AT WORK, MONDAY ALL OVER AGAIN.......WISH WEEEKENDS WERE LONGER
pos	@hipEchik almost, I don't think Danika drive Nascar, she drives Indy cars  Not terribly sure as I don't follow Nascar
neg	Finished reading &quot;Seven Ancient Wonders&quot;. Still not feeling better  Wonder what's for dinner
pos	@HeatherShorter  I'll send you motivational text messages during the day.
pos	@UrbanRelations Got sum behind the scene things going on rite now I hate not being able to talk about it  but the ans is &quot;everything&quot; LOL
neg	promised she would go into central today and meet up with her drummer. Stupid central with their stupid tubes being closed
neg	@The_Teach oh, i wish i had free movie weekend
neg	Well, apparently I forgot that I'm out of melatonin...I'm probably gonna fall asleep at sunrise.
neg	ALL MYSPACE PROFILE VIEWS ARE LOST AND GONE FOREVER !!!  :@ :'(  , IM IN THE SHITTEST MOOD RIGHT BOUT NOW !!
neg	@Niish twilight is awesome &amp; I shoulda went to hepzis
neg	I'm totally in the mood to make buttons, but all my supplies are at home
neg	Just got back from watching X-Men Origins:Wolverine.  Expected a little more action
pos	Just got onto the train in Leeds. FREE web  I get to twitter all the way to London with a querty keyboard rather than phone keypad.
pos	i like reid.... but i'm biased because i'm also from philly  #The bachelorette
pos	@yougotmichelle Did you get to see my new tattoo??  I did a twitpic of it a few days ago.
neg	SAT homework
neg	At my dad's
pos	@jonasbrothers could you possibly give me a copy of LVATT early? please and thank you  lol xx
pos	Working @ Skydive Greene County:::Come out and skydive!!!
pos	Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing
neg	Morning All - Monday morning back @ work  nice Sun outside hate being indoors wish i was drivin around today..........
neg	kill me now,please
neg	@Novablue ah honey.   so sorry you're sick.  xoxo.   ~slg
neg	is getting ready to take Zed to the weekend pediatric clinic.  Poor girl has a sore throat
neg	@iamlauren we're the same.... only i think i have fever
pos	watchin these lames on the ustream........ lol jk they pretty funny
pos	@hipmamacita That's rough, I can see why it's a struggle. Can you sleep on the coach for a few days?  lol
neg	oh and btw @Grandpa_Cooper died a long time ago
pos	Photo: my fave hilary duff movie.  http://tumblr.com/xgp1wwhmh
neg	Bummed   going to miss another #tweetea , wondering how to be in two places at once
pos	See you next week, Twitterland
neg	just wants this sick feelin to goe away..
pos	things are finally starting to shift in my life... i am relieved
neg	Oh godd... finally stopped working after another 13 hour day. Tired. Finals: t=-2. This is going to get a lot worse before it gets better
pos	@its_shea You're right, our waitress last night at the Knick was awesome!
pos	@OnFrozenBlog I'll have to see for myself since I have Citi Field first-hand knowledge.
pos	i am an otter and i like holding hands with my otter darling, ika
neg	there so many people tweeting #KEVINJONAS how come hes not getting into the trending topics ?
pos	Wow, THE LAND BEFORE TIME is on sabc3... I loved this film. Amazing...
neg	Cake's baked and just needs to be decorated now... laundry's in, dishes are half done. Not feeling well
neg	squirrel! where? i hate squirrels
pos	@therealTiffany Hey Tiffany!
neg	Josh fell over outside school he is a real mess  http://twitpic.com/6ogq8
neg	my laptop has a virus  will backup tonight and reformat tomorrow.
neg	@eithrael   bouncing was good... :p  But those do look like a handful. Need some assistance holding them? lol
pos	@StephanieLynnneg7 okie doke, see how this chappy goes and if theres anytihn you wanna see hapen in the future let me know
pos	@christy_denise i'm pretty sure he will..itll hit him one day! just keep your head up
pos	Looking forward to filming @fierceangels on 26th at El Divino
pos	And btw. Today is my 19th bday
pos	finally changed my myspace
pos	just getting off of work for the day! Hope everyone has a wonderful mother's day tomorrow! Hope you enjoy ur cheesecakes too!
neg	just got caught in the rain walking back from asda, in my tshirt!
neg	sad because of stupid people  and happy because Lenka did SAFM!!!
neg	Customer service and sales are NOT the same thing!!!! Aaahhhhhh! Man!
pos	@mayakibble1 love that movie and Bridgit!
neg	@walteralph I am lost. Please help me find a good home.
neg	what should i do? im still lonely without friends i really miss them  we had an arguement and it has been 2neg days =(
pos	@DaMessiah88 I guess u'll be up soon for work, wishing u fast and easy day at work
pos	late nite tv  work in exactly 12 hours
neg	is depressed
pos	@margecuadera Good morning Marge! Aga mong mag-tweet a.
pos	Almost four days of using the new 13&quot; MBP &amp; I'm still in love. Sigh...
neg	Re-importing Hibernate from pom.xml into IntelliJ IDEA
pos	@senona go back to bed girl!  Only the working should be up right now- and yes, that's me
neg	@catty Oh noooooooooo -  Grrrrrrrr to the world!
pos	Waiting on his call.  &lt;3
neg	im very excited for mtv movie awards but i guess i can't watch it.because i live in turkey.  i'll find it.
neg	Was gonna get a nifty piercing, but didn't think the piercer was that good  soo now I guess sleep?
pos	watched Hotel for Dogs with the girls on a pallet on the floor. they are now in bed and i'm considering it myself.
neg	@joshgard nah stuyding for finals  lol lame. i know. yay sbux
pos	#digg if anybody needs any help with digg add me or @ me. I'll be more than happy to help.
neg	missing u  ... where r u...hizhiz, u make me so worried, know it!?!...
neg	Just found out that my great-grandpa is in the hospital
neg	I'm about to die- been gardening in the blazing sun, and I need to get it finished today
pos	@conrey just emailed you. Let me know if you're interested
neg	@ms6cr8ive they fixed the free twitterrific, not the premium one yet.    back to using Tweetie for the time.
pos	Friday Friday Friday I love Friday's and it's a Smilin Hawaiin Friday
pos	@HollyYM good luck  xxxxx
pos	@LawrencePearce Many Happy Returns, Mr Pearce! *sends over vampire!strippers
pos	woooh! the weekend is finally here
neg	@taraanson yeh mums knitting a cardi soon. probs coz i stole all of hers hehehe the dog at my knitting needle so i cant do any more yet
pos	Been fun, now to see what my family are up to. See you soon though
neg	I`m not yet ready for school start
pos	@darpos7pos 1negam flight is not too far away...  sleep well and get up by 7am  Hope u enjoyed Tukwila
pos	Maybe I've just seen The Unbearable Lightness Of Being too recently
pos	@Silverlines - So befriender has got its rival now - defriender.
pos	1neg days  thanks for reminding me &lt;3
pos	@joeyblake i've done more damage to a Mac with tap to click...
neg	Home from project grad, so exhausted. Working now.  visit me
pos	Feeling better about life, just got my coke! On my way home to cook myself a great breakfast
neg	Now, if I could only add a &quot;teacher&quot; folder for the content of my children's teachers... not happening
pos	@musice thanks for the recommendation
pos	Getting my hair did  hanging with Ashley. But I think I broke my knee cap.
neg	Taking care of @hellosheena , not feeling well today
neg	ew it's been raining alllll day  going for a jog (soft J!) at the gym then maybe reading some school stuff..?
pos	Looking forward to the movie New Moon.I was just watching interviews about it and I can't wait for it to come out in November
neg	went on a long 1neg mile bike ride today, then it started raining
pos	I really, really, really want to give you a sucker punch!
pos	@ikidboogiei hmmm i think it was around there
pos	So were now mini celebraties at our local corner shop because of Mr Moyles  even the DHL man is wanting a shout out on wednesday
pos	@dmclain55 ubertwitter is better.  Slacker is better.  And of course workexpress
neg	second time around, very pretty.. not so tasty
pos	@Roses_Are_Red Hey, that's usually my line! lol kidding! Let's go
pos	@tweetypieneg8 Sounds like a fun, relaxing evening! Enjoy! Talk to you later!
pos	now i just got out of bed and i'm goin to get dressed and maybe go out somewhere lol
pos	@Tortue hahaha , raise the topic in negtoneg1 program too   #negtoneg1
pos	Starting a new trending topic... hopefully it'll catch on!
pos	@markpeak ??????????? CC ?????????????????????????????????????????????????????? ????????
pos	@mileycyrus awwww  cute! What about Taylor? Hahah you should go in one of her myspace vids
pos	Good to see Vettel on pole...hopefully we will get a very good, quick, and many overtakes etc over the course of the race.
neg	my head hurts!!!   i took 3 aleve and it hasnt done shit!!
neg	@fubrub @jjmaa  it gives you a lot of points...  LOL
neg	@Trinipilot nah..only wknds.wkdays im up by pos so............  well u hav fun.pos me 2
neg	my boyfriend just broke up with me
neg	@squarespace Will it beme, I've put a $2negneg bet on that it won't be. Either way I lose  #Squarespace
neg	this weather is so depressing
pos	I like bongs now.
neg	im soo sick of living in australia. i totally wanna go back to nz
neg	@AliButterfli I miss you too.  Sad allure! We had an amazing weekend. Can't wait for the posth.
neg	@markpeters77 Haha sorry! and Im very jealous, its not here...Its still rainy and wet!
pos	don't you love it?  &quot;atebits&quot;.com?
pos	I'm persistent if nothing else!!    SWBL demo - M5
neg	OG yesteday Cedric died  I watched HP and cryed when he died
pos	@stoleallhearts whats the study text thing ?  x
pos	just got back frm the beach
neg	@wordman199pos why can't we do the diet coke and mentos thing?
neg	@jennettemccurdy Hope my car gets back to normal soon.  Weird day today.
pos	Last day of work until June 15th.   After that, work gets revenge...back to back travel weeks.
pos	@spsheridan that was honest praise
neg	@tear96 Oh no I hope you don't get the flu
pos	@Wossy Hes one of my favourite authors.
neg	Wow still haven't slept. Lots of retail therapy today...I miss cole. He left this morning
neg	@orangatrang lol I don't think I do. If They do background check on me,
pos	is very motivated to finish her holiday assignments right now.
pos	No it's ok I LIKE doing dishes for 2negneg people by myself! *collapses*  Time for bed &amp; yard sales before work tomorrow!
neg	So glad it is the weekend. And I'm not sick anymore! Just have to avoid a relapse, which may mean taking it easy... boo!  I wanna party!
pos	download festival was AMAZING! slipknot, prodigy and billy talent easiestly the best bands there. drank plenty with awesome friends
pos	Open Platforms and Innovation http://bit.ly/oCAVx good title
pos	Dad's leaving for china in an hour, HELLO KNOCK OFFS!
pos	follow @pinklaady
neg	@fox_sake being at work on a bank holiday Monday = fail
neg	says DAMN IT! Walang mga prof! Sayang ang get up!  sobrang pinaghandaan ko pa naman ang 1st day!! (tears)... http://plurk.com/p/11tb3c
pos	@EricsTXGal It's quite cozy in here when there is more than one person in Chell's pussy.  Come on in miss Kim
neg	Sore leg. Sore neck. Sore foot. Sore nose. Burnt ankle. Sun burn. I think I'm breaking...
pos	@daoism ginger, garlic, and kosher sea salt water? That a new one for a sore throat
pos	@MrsRjizzle No, I really like your blog (reading it now lol)!  I love your FOTDs
pos	@waelfromthebloc THATS GENIUS YOU PAY Neither!! you take it to them and they cancel it cause its the law
neg	My best mate found out that I am moving. She doesn't understand I wanna do something with my life; Leaving to go to Uni..
pos	@DAANGaudrey kaay, we'll pick you up like at one or something. ionoo? I'll call.
neg	Having a corona by the beach. like the commercials cept the hot chick
neg	@Dr_Keith Yeah...fun stuff.  Loved it.  Miss it.    Might go back to school one day and become a RN.
pos	@LadyProducHer here goes the link http://bit.ly/jh5Fm and whatever fits for you ms. just let me know what i need to do  THANK YOU
pos	@Poetic_line Good-night!!!!
pos	Go carting continues. It's like Fast &amp; the Furious. Except w/out tricked-out cars, nitrous, special FXs &amp; cool music. Otherwise the same.
pos	@Naiadrisa Heh, that's happened to me before too. Hope the rest of your week goes better!
pos	Listening music with my friend
pos	thinking about how things happen if you just believe...
neg	Its so rainy
neg	@jesstar6192neg8  im wastin away!
neg	OMG @idflyfan55 fell asleep, while I was talking to her!  sad moment in my life..
pos	Lowry park zoooo today! as long as it doesnt rain!   It's only 5 dollars to get in today, before 5pm  YAYAY! the zoo is my favorite place!
neg	I wish I wish among a Star that HGTV would come to my house...    I need ideas for my Entry way.
pos	@jonasbrothers http://twitpic.com/5j3uq - Joe i love your sandals xD you look so cute and funny  Thankz for coming to peru!!!
neg	http://yawoot.com/post/3156 &lt;&lt; Superdog was staged  oh well still pretty cool
pos	off 2 work now in the sun
neg	You know, I shouldn't have to educate the Dutch on Lethal Weapon JUST to get one of my jokes...
pos	@ChocoMae our addiction is killing meee!  grabe pg stalk mo ah! hehe  http:www.twitter.com/duchessneg7 http:www.plurk.com/Eesshh
neg	@Enamoredsoul i hate sitting at home on weekends. going back to sleep now
neg	my phone doesn't viberate anymore, damn you iPhones I knew you were to good to be true
neg	I love my darling. But he don't know that I love him, because he has a girlfriend and he won't like me like a friend anymore...
pos	@happn_in_vegas  hey thanks for following
pos	@AtomicTrash really. I live an hour away from my work &amp; driving is a bit tiring. Just cry and tell him to come home  they dont like tears
neg	@Aundrea713 so.. i just found this twitter deal.  i keep hearing people say they love to &quot;tweet&quot;  ...kinda makes me smile.  miss you
pos	Amy is actually nervous haha  katy perry keeps singing to me.. That'll do for calming my nerves!  Oh and I &lt;3 Chris
pos	@DonnieWahlberg in Chicago, excited for 6/26, and waiting for my face time.    what kind do you want???
pos	@TWM_Expo looking forward to it - exciting potential
pos	@TheCrazyKat for sure. all the time. however... since it rained all day today, its not as bad.
neg	Well my best friend is on route to Italy and im stuck here in Northern Ireland
pos	Goodmorning  ooh i cant belive last night i didnt watch PATD on world stage :|
neg	theres a cookout @ my house, but i have 2 work!!!!
neg	is doing homework
pos	@oooweeeitsjaeL Just wanted to say heY to my Bud ....Yamie Ur the cooleSt
pos	@wheetle Hahahaha  Gotta look for bread.
neg	must have been the first WE since a while that nobody logged my caches
pos	@thetricktolife I'm listening! Give me a shout out lol
pos	pretty proud of my productivity this weekend
pos	@tommcfly don't worry, they love you
pos	@Marston it was a blast as usual.  i will be testing your &quot;social media expert&quot; theory... right now
neg	Just been ranting down the phone at a tactless insurance firm. Notified them when my dog died n they're still asking me for money!!
neg	@LittleMissBob Home, but too late  I'll talk to you when you get home tonight
neg	So tired out from work and the week hasn't even started
pos	What's your favourite KFC meal? Mine's 3 piece variety meal with gravy.
pos	@akmurrah oh my lord..I vote we have a baking party and make one of those suckers..and watch the office.
pos	Good morning!  just woke up. no plans today. how sad. not really. i get to relax. i love to relax  yippieee!!!
pos	I crave Mexican food. Fajitas and Chimichungas with LOTS of guacamole. And then, of course, there's always you.
neg	has got an upset stomach
pos	taking mum to lunch for mothers day
pos	Someome amazing just called me. I'm really happy he did.
neg	@krysti_leonard I love you so much and I hope you can love me, even if I can't go to Florida. I still want to, but I don't know.
pos	@mutairy Nope. In my line of work it's &quot;As long as my boss keeps pretending he's paying me enough, I'll keep pretending to work hard&quot;
pos	Welcome to Twitter- @subowers  !
neg	@piratevampXD  But i dont think that he got the bruises from the car accident, cuz the cab only hitted his hip
neg	Is back in work after fab few days away in the caravan, oh Why do i have to work
